"innova","gtoinn","comp_prod","ing_tot","pol_ind"
1,0.1,1.21212121212121,2,1
1,0.12,1.63636232939738,2.25,1
1,0.1,1.03896103896104,2,1
1,0.116666669845581,1.36363571340419,2.25,0
0,0.111111106872559,0.909090909090909,2.25,1
0,0.233333339691162,2.42424242424242,2,0
0,0.25,1.81818181818182,2,0
1,0.25,2.72727557204283,2.25,0
1,0.25,2.42424242424242,2,0
0,0.25,2.42424242424242,2,0
0,0.333333320617676,2.42424242424242,2,0
0,0.25,1.81818181818182,2,0
1,0.25,2.72727557204283,2.25,1
0,0.25,1.81818181818182,2,1
1,0.25,2.42424242424242,2,0
0,0.5,3.63636363636364,2,0
0,0.25,1.81818181818182,2,0
1,0.1,0.909090909090909,2.25,1
1,0.1,0.909090909090909,2.25,1
0,0.5,3.63636363636364,2,0
0,0.25,2.42424242424242,2,0
1,0.25,3.63636363636364,2,0
1,0.1,0.909090909090909,2,1
0,0.25,2.42424242424242,2,0
1,0.111666669845581,1.21212121212121,2,1
1,0.05,1.16883079063484,2.25,1
0,0.175,1.81818181818182,2,0
1,0.12,1.63636232939738,2.25,0
1,0.1,1.45454545454545,2,0
0,0.14,1.63636232939738,2.25,1
1,0.1,1.21212121212121,2,1
0,0.1,1.21212121212121,2,1
0,0.116666669845581,1.21212121212121,2,1
0,0.1,1.21212121212121,2,1
0,0.5,3.63636363636364,2,0
1,0.1,1.21212121212121,2,0
1,0.25,4.09091317518599,2.25,0
0,0.233333339691162,2.1212143127387,2.25,0
0,0.216666660308838,2.42424242424242,2,0
0,0.108333330154419,1.36363571340419,2.25,1
1,0.0916666698455811,1.21212121212121,2,0
0,0.11,1.45454545454545,2,1
1,0.25,4.09091317518599,2.25,0
1,0.15,2.04545658759299,2.25,1
0,0.25,2.72727557204283,2.25,0
1,0.25,4.09091317518599,2.25,0
0,0.375,4.09091317518599,2.25,0
1,0.18,1.63636232939738,2.25,1
0,0.75,9.09090895544399,2.5,0
0,0.25,2.72727557204283,2.25,0
0,0.375,4.09091317518599,2.25,0
1,0.25,4.09091317518599,2.25,0
0,0.25,2.72727557204283,2.25,0
1,0.25,4.09091317518599,2.25,0
0,0.25,2.72727557204283,2.25,0
1,0.1,1.81818181818182,2,0
0,0.15,1.81818181818182,2,1
1,0.15,2.42424242424242,2,0
1,0.25,4.09091317518599,2.25,1
0,0.125,1.36363571340419,2.25,1
0,0.25,2.72727557204283,2.25,0
0,0.25,2.42424242424242,2,0
0,0.5,3.63636363636364,2,0
0,0.1,4.545454477722,2.5,0
1,0.2,1.81818181818182,2,0
0,0.05,4.545454477722,2.5,0
1,1.7,1.63636232939738,2.25,0
0,0.075,4.545454477722,2.5,0
0,0.15,9.09090895544399,2.5,0
0,0.02,1.29870132081805,2.5,0
0,0.05,4.545454477722,2.5,0
0,0.05,4.545454477722,2.5,0
0,0.02,1.81818181818182,2.5,0
1,0.255,0.909090909090909,2.25,1
0,0.03,3.03030290988961,2.5,0
0,0.1,4.545454477722,2.5,0
1,0.875,0.909090909090909,2,1
1,1,2.04545658759299,2.25,1
1,0.388333320617676,0.909090909090909,2.25,1
1,0.3925,1.03896103896104,2,1
1,0.35,0.909090909090909,2,1
0,0.05,2.272727238861,2.5,0
0,0.0475,2.272727238861,2.5,0
0,0.09,1.63636232939738,2.25,1
0,0.1,4.545454477722,2.5,0
0,0.05,2.272727238861,2.5,0
1,0.25,0.909090909090909,2,1
0,0.1,4.545454477722,2.5,0
0,0.1,4.545454477722,2.5,0
0,0.05,2.272727238861,2.5,0
0,0.1,4.545454477722,2.5,0
0,0.1,4.545454477722,2.5,0
1,0.02,1.02272712794897,2.25,1
0,0.1,4.545454477722,2.5,0
0,0.1,4.545454477722,2.5,0
0,0.1,4.545454477722,2.5,0
1,0.05,3.03030290988961,2.5,0
0,0.1,4.545454477722,2.5,0
0,0.1,4.545454477722,2.5,0
0,0.2,9.09090895544399,2.5,0
1,0.275,1.02272712794897,2.25,1
1,0.25,0.909090909090909,2,1
0,0.575,3.63636363636364,2,0
0,0.25,1.45454545454545,2,0
0,0.3125,1.81818181818182,2,1
1,0.133333330154419,0.909090909090909,2.25,1
1,0.14,0.909090909090909,2.25,1
1,0.145,0.909090909090909,2.25,1
1,0.15,1.03896103896104,2.5,1
1,0.116666669845581,0.909090909090909,2.25,1
1,0.1925,1.81818181818182,2,0
0,0.1,4.545454477722,2.5,0
0,0.3125,2.04545658759299,2.25,1
0,0.375,1.81818181818182,2,1
1,0.25,2.04545658759299,2.25,0
1,0.25,2.42424242424242,2,1
0,0.4,2.42424242424242,2,0
1,0.19,1.63636232939738,2.25,0
1,0.25,1.81818181818182,2,1
0,0.215,1.16883079063484,2.25,1
1,0.2,1.36363571340419,2.25,0
1,0.25,0.909090909090909,2,1
1,0.25,1.16883079063484,2.25,1
0,0.278333339691162,1.16883079063484,2.25,0
1,0.2,2.42424242424242,2,0
0,0.333333320617676,1.21212121212121,2,1
0,0.25,0.909090909090909,2,1
1,0.25,1.02272712794897,2.25,1
1,0.5,2.72727557204283,2.25,1
1,0.5,2.72727557204283,2.25,0
0,0.32,1.45454545454545,2,0
1,0.218333339691162,1.02272712794897,2.25,1
1,0.5,7.27272727272727,2,0
1,0.3,1.45454545454545,2,1
0,0.4375,1.81818181818182,2,0
0,0.25,1.03896103896104,2,0
1,0.25,1.36363571340419,2.25,1
0,0.2125,1.02272712794897,2.25,1
1,0.3,1.21212121212121,2,0
1,0.15,4.09091317518599,2.25,1
0,0.2,9.09090895544399,2.5,0
0,0.1125,2.272727238861,2.5,0
0,0.25,3.03030290988961,2.5,0
0,0.25,3.03030290988961,2.5,0
0,0.116666669845581,1.36363571340419,2.25,1
1,0.075,1.02272712794897,2.25,1
1,0.183333339691162,3.03030290988961,2.5,0
0,0.1,1.16883079063484,2.25,1
1,0.1125,2.04545658759299,2.25,0
1,0.1,1.36363571340419,2.25,1
1,0.0925,1.29870132081805,2.5,1
1,0.1,1.51515145494481,2.5,0
1,0.14,1.63636232939738,2.25,1
1,0.0666666650772095,1.36363571340419,2.25,1
0,0.75,9.09090895544399,2.5,0
0,0.25,3.03030290988961,2.5,0
0,0.25,3.03030290988961,2.5,0
0,0.25,2.72727557204283,2.25,0
1,0.2,2.72727557204283,2.25,1
0,0.105,1.1363636194305,2.5,1
1,0.1,1.16883079063484,2.25,1
1,0.155,2.04545658759299,2.25,0
0,0.17,1.63636232939738,2.25,0
1,0.25,4.09091317518599,2.25,0
1,0.1,1.02272712794897,2.25,1
1,0.1625,2.04545658759299,2.25,0
1,0.15,1.63636232939738,2.25,0
1,0.1,1.16883079063484,2.25,1
1,0.2,2.04545658759299,2.25,1
1,0.108333330154419,1.36363571340419,2.25,0
0,0.17,1.63636232939738,2.25,1
1,0.108333330154419,1.36363571340419,2.25,1
0,0.17,1.81818181818182,2.5,1
1,0.1,1.36363571340419,2.25,1
1,0.175,2.04545658759299,2.25,1
0,0.141666669845581,1.51515145494481,2.5,1
0,0.2125,2.272727238861,2.5,0
1,0.103333330154419,1.36363571340419,2.25,0
1,0.13,1.81818181818182,2.5,0
1,0.1,2.04545658759299,2.25,0
1,0.125,2.272727238861,2.5,1
0,0.0783333349227905,1.16883079063484,2.25,1
0,0.175,2.04545658759299,2.25,0
1,0.1425,2.04545658759299,2.25,1
0,0.13,1.63636232939738,2.25,0
1,0.0916666698455811,1.36363571340419,2.25,0
0,0.11,1.63636232939738,2.25,0
0,0.1625,2.04545658759299,2.25,1
0,0.183999996185303,1.63636232939738,2.25,1
0,0.13,1.81818181818182,2.5,0
0,0.1,1.29870132081805,2.5,0
0,0.108333330154419,1.51515145494481,2.5,1
1,0.1375,2.04545658759299,2.25,0
0,0.108333330154419,1.36363571340419,2.25,0
1,0.055,0.909090909090909,2.25,1
0,0.0816666698455811,1.1363636194305,2.5,1
0,0.11,1.63636232939738,2.25,1
1,0.108333330154419,1.36363571340419,2.25,1
0,0.175,2.04545658759299,2.25,0
1,0.1,1.51515145494481,2.5,1
0,0.14,1.81818181818182,2.5,0
1,0.17,1.81818181818182,2.5,1
1,0.1,1.36363571340419,2.25,1
1,0.1,1.63636232939738,2.25,0
0,0.233333339691162,2.72727557204283,2.25,0
0,0.1,1.36363571340419,2.25,1
0,0.1,1.16883079063484,2.25,1
1,0.1,1.63636232939738,2.25,1
0,0.233333339691162,2.72727557204283,2.25,1
0,0.233333339691162,2.72727557204283,2.25,1
0,0.1,1.36363571340419,2.25,1
1,0.1,1.36363571340419,2.25,1
1,0.133333330154419,2.72727557204283,2.25,0
0,0.116666669845581,1.51515145494481,2.5,0
1,0.1,1.36363571340419,2.25,1
0,0.233333339691162,3.03030290988961,2.5,1
0,0.1,1.02272712794897,2.25,1
0,0.13,1.63636232939738,2.25,0
1,0.1625,2.04545658759299,2.25,1
1,0.216666660308838,0.909090909090909,2.25,1
1,0.283333339691162,1.51515145494481,2.5,0
1,0.24,0.909090909090909,2.5,1
1,0.2275,0.909090909090909,2.25,1
0,0.5,1.81818181818182,2.5,1
1,0.45,2.272727238861,2.5,0
1,0.291666660308838,1.36363571340419,2.25,1
1,0.285,1.29870132081805,2.5,1
0,0.583333320617676,3.03030290988961,2.5,1
1,0.3,2.04545658759299,2.25,0
0,0.4375,2.04545658759299,2.25,1
1,0.25,1.16883079063484,2.25,0
0,0.285,1.16883079063484,2.25,0
0,0.333333320617676,1.36363571340419,2.25,0
1,0.228333339691162,1.29870132081805,2.5,1
1,0.29,1.63636232939738,2.25,1
1,0.25,0.909090909090909,2.25,1
1,0.2925,1.29870132081805,2.5,1
1,0.1,2.04545658759299,2.25,0
0,0.1,4.545454477722,2.5,0
1,0.916666641235352,1.51515145494481,2.5,0
1,0.625,4.09091317518599,2.25,0
0,0.25,10.0000103563178,2.75,0
1,0.0275,1.1363636194305,2.5,1
1,0.0183333337306976,1.01010103685955,2.5,1
0,0.11,4.545454477722,2.5,0
0,0.1,5.00000517815888,2.75,0
1,0.261111106872559,1.01010103685955,2.5,1
1,1.6666667175293,0.909090909090909,2.25,1
1,0.255,0.909090909090909,2.5,1
0,0.833333358764648,1.36363571340419,2.25,0
1,0.383333320617676,0.909090909090909,2.25,1
1,0.375,0.909090909090909,2.5,1
1,0.3,0.909090909090909,2.5,1
1,0.466666679382324,1.51515145494481,2.5,0
1,0.233333339691162,1.51515145494481,2.5,0
1,0.166666660308838,1.01010103685955,2.5,1
1,0.0911111068725586,0.909090909090909,2.25,1
0,0.5,4.09091317518599,2.25,0
1,0.25,2.72727557204283,2.25,1
1,0.25,2.72727557204283,2.25,0
0,0.333333320617676,2.72727557204283,2.25,0
1,0.1,1.01010103685955,2.5,1
0,0.5,4.545454477722,2.5,0
1,0.25,2.72727557204283,2.25,0
1,0.125,1.51515145494481,2.5,1
0,0.15,2.04545658759299,2.25,0
0,0.25,2.04545658759299,2.25,0
0,0.3,2.72727557204283,2.25,0
0,1,8.18182635037197,2.25,0
1,0.141666669845581,1.51515145494481,2.5,1
0,0.25,2.04545658759299,2.25,1
0,0.25,2.72727557204283,2.25,1
0,0.5,4.09091317518599,2.25,1
1,0.1,0.909090909090909,2.25,1
1,0.1,0.909090909090909,2.25,1
0,0.5,3.03030290988961,2.5,0
0,0.233333339691162,1.51515145494481,2.5,1
1,0.25,2.04545658759299,2.25,0
1,0.233333339691162,2.72727557204283,2.25,1
1,0.5,4.545454477722,2.5,0
1,0.25,1.81818181818182,2.5,1
0,0.241666660308838,1.51515145494481,2.5,1
0,0.24,1.63636232939738,2.25,0
1,0.143750057220459,1.02272712794897,2.25,1
1,0.183333339691162,1.36363571340419,2.25,1
1,0.191666660308838,1.36363571340419,2.25,0
1,0.116666669845581,1.01010103685955,2.5,1
1,0.2,1.63636232939738,2.25,0
0,0.3125,2.272727238861,2.5,0
0,0.25,1.81818181818182,2.5,1
0,0.25,1.81818181818182,2.5,0
1,0.125,1.36363571340419,2.25,1
1,0.3125,1.81818181818182,2.5,1
1,0.2,4.09091317518599,2.25,0
0,0.09,1.63636232939738,2.25,0
0,0.1,1.81818181818182,2.5,0
1,0.1,2.04545658759299,2.25,0
1,0.1,2.04545658759299,2.25,0
1,0.1,2.04545658759299,2.25,1
1,0.1,2.72727557204283,2.25,1
0,0.5,9.09090895544399,2.5,0
0,0.25,4.545454477722,2.5,0
1,0.133333330154419,2.72727557204283,2.25,1
1,0.1,2.272727238861,2.5,1
0,0.055,1.01010103685955,2.5,0
0,0.166666660308838,3.03030290988961,2.5,0
0,0.1,1.63636232939738,2.25,1
0,0.1,1.81818181818182,2.5,0
0,0.1,1.81818181818182,2.5,0
0,0.1,1.63636232939738,2.25,1
1,0.116666669845581,3.03030290988961,2.5,0
1,0.065,1.16883079063484,2.25,0
1,0.1,2.272727238861,2.5,0
0,0.166666660308838,3.03030290988961,2.5,0
0,0.1,1.63636232939738,2.25,0
0,0.166666660308838,3.03030290988961,2.5,0
0,0.1,1.63636232939738,2.25,1
0,0.1,2.04545658759299,2.25,1
0,0.1,1.81818181818182,2.5,0
1,0.1,2.04545658759299,2.25,1
0,0.1,1.81818181818182,2.5,0
0,0.25,4.09091317518599,2.25,0
0,0.1,1.81818181818182,2.5,0
0,0.1,1.63636232939738,2.25,0
0,0.0833333301544189,1.51515145494481,2.5,0
0,0.125,2.272727238861,2.5,0
0,0.25,4.545454477722,2.5,0
0,0.1,1.81818181818182,2.5,1
1,0.1,2.272727238861,2.5,0
0,0.1,1.63636232939738,2.25,0
0,0.1,1.81818181818182,2.5,0
1,0.1,2.272727238861,2.5,0
1,0.11,1.63636232939738,2.25,0
0,0.0925,2.04545658759299,2.25,0
0,0.1125,2.04545658759299,2.25,0
0,0.125,2.04545658759299,2.25,1
0,0.125,2.04545658759299,2.25,0
1,0.1,2.272727238861,2.5,0
1,0.1,2.04545658759299,2.25,1
0,0.1,1.81818181818182,2.5,0
0,0.25,4.09091317518599,2.25,0
0,0.25,4.545454477722,2.5,0
1,0.05,1.02272712794897,2.25,1
1,0.1,2.04545658759299,2.25,1
0,0.225,4.09091317518599,2.25,0
0,0.225,4.545454477722,2.5,0
0,0.15,3.03030290988961,2.5,1
0,0.15,3.03030290988961,2.5,0
0,0.15,3.03030290988961,2.5,0
0,0.25,4.545454477722,2.5,0
0,0.25,4.545454477722,2.5,0
1,0.1,2.272727238861,2.5,1
0,0.0833333301544189,1.51515145494481,2.5,1
0,0.166666660308838,2.72727557204283,2.25,1
1,0.1,2.272727238861,2.5,1
0,0.5,9.09090895544399,2.5,0
1,0.1,2.272727238861,2.5,0
1,0.1,2.04545658759299,2.25,0
0,0.25,4.09091317518599,2.25,0
0,0.25,4.545454477722,2.5,0
1,0.0666666650772095,1.36363571340419,2.25,1
1,0.1,2.04545658759299,2.25,0
1,0.1,2.04545658759299,2.25,0
0,0.1,2.04545658759299,2.25,1
0,0.25,4.545454477722,2.5,0
0,0.1,1.63636232939738,2.25,1
0,0.1,1.81818181818182,2.5,0
0,0.1,2.04545658759299,2.25,1
0,0.1,1.81818181818182,2.5,1
0,0.1,1.81818181818182,2.5,0
1,0.1,1.81818181818182,2.5,1
1,0.1,2.272727238861,2.5,1
1,0.15,3.03030290988961,2.5,0
1,0.1,1.63636232939738,2.25,0
1,0.1,1.81818181818182,2.5,0
1,0.1,2.04545658759299,2.25,0
0,0.2,3.03030290988961,2.5,0
1,0.15,3.03030290988961,2.5,0
0,0.2,3.03030290988961,2.5,0
1,0.1,2.04545658759299,2.25,1
1,0.0939999961853027,1.63636232939738,2.25,1
1,0.1,2.04545658759299,2.75,0
0,0.2,2.72727557204283,2.25,1
0,0.1,1.63636232939738,2.25,0
0,0.15,2.04545658759299,2.25,0
0,0.1,1.36363571340419,2.25,1
1,0.1,1.81818181818182,2.5,0
0,0.15,2.272727238861,2.5,0
0,0.1,1.51515145494481,2.5,0
1,0.1,1.63636232939738,2.25,0
0,0.15,3.03030290988961,2.5,0
1,0.1,1.81818181818182,2.5,0
0,0.1,1.51515145494481,2.5,1
1,0.0925,2.04545658759299,2.25,0
0,0.1,1.36363571340419,2.25,0
1,0.1,2.04545658759299,2.25,0
0,0.1,1.51515145494481,2.5,0
1,0.1,1.81818181818182,2.5,1
0,0.15,2.272727238861,2.5,0
0,0.1,1.51515145494481,2.5,0
0,0.166666660308838,2.72727557204283,2.25,1
0,0.1,1.63636232939738,2.25,0
1,0.1,1.81818181818182,2.5,0
1,0.1,1.81818181818182,2.5,0
1,0.1,1.81818181818182,2.5,0
0,0.1,1.51515145494481,2.5,0
1,0.1,1.81818181818182,2.5,1
1,0.05,0.909090909090909,2.25,1
0,0.1125,2.04545658759299,2.25,1
0,0.1,1.81818181818182,2.5,0
0,0.1,1.81818181818182,2.5,0
0,0.25,4.545454477722,2.5,0
0,0.105,2.04545658759299,2.25,1
1,0.0839999961853027,1.81818181818182,2.5,0
0,0.125,2.04545658759299,2.25,0
0,0.1,1.81818181818182,2.5,0
1,0.1,2.04545658759299,2.25,0
0,0.25,4.09091317518599,2.25,0
0,0.2,2.72727557204283,2.25,0
0,0.25,4.545454477722,2.5,0
0,0.1375,2.04545658759299,2.75,0
0,0.25,4.545454477722,2.5,0
0,0.1,1.63636232939738,2.25,1
0,0.25,4.545454477722,2.5,0
1,0.1,2.04545658759299,2.25,0
0,0.25,4.545454477722,2.5,0
1,0.1,2.04545658759299,2.25,1
0,0.0916666698455811,1.51515145494481,2.5,0
0,0.1375,2.04545658759299,2.25,0
0,0.275,4.09091317518599,2.25,1
0,0.1375,2.04545658759299,2.25,0
0,0.25,4.09091317518599,2.25,0
1,0.05,0.909090909090909,2.25,1
1,0.09,1.81818181818182,2.5,0
1,0.15,3.03030290988961,2.5,0
0,0.183333339691162,3.03030290988961,2.5,0
0,0.065,1.16883079063484,2.25,1
1,0.1,4.09091317518599,2.25,0
0,0.275,4.545454477722,2.5,0
1,0.0575,1.16883079063484,2.25,0
0,0.183333339691162,2.72727557204283,2.25,0
0,0.1,2.04545658759299,2.25,1
1,0.05,0.909090909090909,2.5,1
0,0.11,1.81818181818182,2.5,0
0,0.11,1.63636232939738,2.25,0
1,0.116666669845581,2.72727557204283,2.25,0
0,0.1625,1.81818181818182,2,1
1,0.1,1.81818181818182,2,0
1,0.02,2.72727557204283,2.25,0
0,0.1,8.18182635037197,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.15,8.18182635037197,2.25,0
0,0.07,4.09091317518599,2.25,0
0,0.04,2.72727557204283,2.25,0
0,0.0275,2.04545658759299,2.25,0
0,0.05,4.09091317518599,2.25,0
0,0.05,4.09091317518599,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.1,8.18182635037197,2.25,0
0,0.05,4.09091317518599,2.25,0
0,0.1,8.18182635037197,2.25,0
0,0.1,8.18182635037197,2.25,0
0,0.05,4.09091317518599,2.25,0
0,0.15,8.18182635037197,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.1,4.09091317518599,2.25,0
1,0.02,1.02272712794897,2.25,1
1,0.02,1.16883079063484,2.25,1
1,0.02,2.04545658759299,2.25,0
0,0.05,2.04545658759299,2.25,0
0,0.1,4.09091317518599,2.25,0
0,0.1,4.09091317518599,2.25,0
0,0.1,3.63636363636364,2,0
0,0.045,2.04545658759299,2.25,0
0,0.15,8.18182635037197,2.25,0
0,0.0425,2.04545658759299,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.05,2.72727557204283,2.25,0
0,0.075,4.09091317518599,2.25,0
1,0.05,4.09091317518599,2.25,0
0,0.075,4.09091317518599,2.25,0
0,0.02,2.04545658759299,2.25,0
0,0.05,4.09091317518599,2.25,0
0,0.4375,1.59090785817762,1.75,1
0,0.375,1.59090785817762,1.75,1
1,0.333333320617676,2.1212143127387,1.75,1
1,0.285,0.909090909090909,1.75,1
1,0.5,2.1212143127387,1.75,0
1,0.4,1.45454545454545,2,1
1,0.285,1.03896103896104,2,1
1,0.2125,0.909090909090909,2,1
1,0.2375,0.909090909090909,2,1
1,0.02,0.909090909090909,2.25,1
1,0.5,2.42424242424242,2,0
1,0.583333320617676,2.42424242424242,2,1
0,0.25,0.909090909090909,2,1
1,0.216666660308838,1.06060590256347,1.75,0
0,0.4375,1.59090785817762,1.75,1
1,0.25,1.21212121212121,2,1
1,0.25,1.21212121212121,2,0
1,0.3075,1.03896103896104,2,1
1,0.341666679382324,1.21212121212121,2,1
0,0.07,8.18182635037197,2.25,0
1,0.833333358764648,1.21212121212121,2,1
0,1.3333332824707,2.1212143127387,1.75,0
0,0.05,2.04545658759299,2.25,0
0,0.02,2.72727557204283,2.25,0
0,0.01,1.36363571340419,2.25,1
0,0.05,8.18182635037197,2.25,0
0,0.04,8.18182635037197,2.25,0
1,50.05,3.18182135847799,1.75,0
1,0.5,1.59090785817762,1.75,1
1,0.583333320617676,1.06060590256347,1.75,1
1,0.3125,0.909090909090909,2,1
1,1.5,6.36364271695598,1.75,0
1,1,2.1212143127387,1.75,1
0,1,1.81818181818182,2,0
1,0.4425,1.03896103896104,2,1
1,0.625,1.81818181818182,2,1
